Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;Localita;forma_vendita_edicole;vendita_esclusiva;MUNICIPIO;LONGIT;LATIT;Location
ED/3024;Via NERI POMPEO N. 2 ingresso via soderini (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via NERI POMPEO;2;6817;ingresso Via Soderini;rivendita in negozio;No;6;9.14387425706;45.4567876315;45.4567876315, 9.14387425706
ED/3025;Via FELTRE N. 27 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via FELTRE;27;2652;;rivendita in negozio;No;3;9.24080310595;45.491330938;45.491330938, 9.24080310595
ED/3032;VIA DI RUDINI' ANTONIO N. 8 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;VIA DI RUDINI' ANTONIO;8;5429;;rivendita in negozio;No;6;9.15802831385;45.4334685788;45.4334685788, 9.15802831385
ED/3040;VIA WATT GIACOMO N. 2 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;VIA WATT GIACOMO;2;5292;;rivendita in negozio;No;6;9.15490721333;45.4446712768;45.4446712768, 9.15490721333
ED/3039;LARGO DOMODOSSOLA N. 1A supermercato sito all'int. del centro commerciale citylife shopping district - galleria castelli ferrieri (z.d. 8);AREE PUBBLICHE - Giornali e riviste;LARGO DOMODOSSOLA;1A;6140;supermercato sito all'int. del Centro Commerciale Citylife Shopping District - Galleria Castelli Ferrieri;rivendita in supermercato;No;8;9.158759505;45.4799250849;45.4799250849, 9.158759505
ED/3021;MM2-GIOIA (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in negozio;No;;;;
ED/3026;Viale SUZZANI GIOVANNI N. 270 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Viale SUZZANI GIOVANNI;270;1446;;rivendita in negozio;No;9;9.20898884147;45.5259955117;45.5259955117, 9.20898884147
ED/3018;MM3-CROCETTA (z.d. 1);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;No;;;;
ED/3019;Via NOVARA N. 221 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via NOVARA;221;6624;;rivendita in negozio;No;7;9.10707195191;45.4777290985;45.4777290985, 9.10707195191
ED/3031;MM1-DE ANGELI (z.d. 7);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;No;;;;
ED/3041;PIAZZA CORDUSIO N. 1 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;PIAZZA CORDUSIO;1;626;;rivendita in negozio;No;1;9.18617374933;45.4649642471;45.4649642471, 9.18617374933
ED/3042;VIA VENEZIAN GIACOMO N. 1 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;VIA VENEZIAN GIACOMO;1;2227;;rivendita in università;Si;3;9.23136434578529;45.4743948787263;45.4743948787263, 9.23136434578529
ED/3043;VIALE MONTE GRAPPA N. 2 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;VIALE MONTE GRAPPA;2;1101;;rivendita in negozio;No;9;9.19224879667;45.48043242;45.48043242, 9.19224879667
